player,player_upper,api_id,birthday,season_age,position,position_type,shoots,team,season,session,gp,toi,toi_gp,toi_perc,g,a1,a2,points,isf,iff,icf
Derek Dorsett,DEREK.DORSETT,8473432,1986-12-20,30.0,R,F,R,VAN,20172018,R,20.0,305.63,15.28,25.25,7.0,2.0,0.0,9.0,26.0,37.0,39.0
Derek Forbort,DEREK.FORBORT,8475762,1992-03-04,25.0,D,D,L,L.A,20172018,R,78.0,1621.47,20.79,34.23,1.0,10.0,7.0,18.0,78.0,116.0,194.0
Derek Grant,DEREK.GRANT,8474683,1990-04-20,27.0,C,F,L,ANA,20172018,R,66.0,732.47,11.1,18.14,12.0,6.0,6.0,24.0,65.0,95.0,112.0
Derek MacKenzie,DEREK.MACKENZIE,8468001,1981-06-11,36.0,C,F,L,FLA,20172018,R,75.0,848.1,11.31,18.67,3.0,8.0,3.0,14.0,86.0,108.0,120.0
Derek Ryan,DEREK.RYAN,8478585,1986-12-29,30.0,C,F,R,CAR,20172018,R,80.0,1248.48,15.61,25.68,15.0,12.0,11.0,38.0,135.0,202.0,247.0
Derek Stepan,DEREK.STEPAN,8474613,1990-06-18,27.0,C,F,R,ARI,20172018,R,82.0,1579.92,19.27,31.6,14.0,21.0,21.0,56.0,209.0,278.0,345.0
Derick Brassard,DERICK.BRASSARD,8473544,1987-09-22,29.0,C,F,L,OTT,20172018,R,58.0,1063.93,18.34,30.17,18.0,15.0,5.0,38.0,164.0,218.0,272.0
Derick Brassard,DERICK.BRASSARD,8473544,1987-09-22,29.0,C,F,L,PIT,20172018,R,14.0,212.82,15.2,24.97,3.0,2.0,3.0,8.0,33.0,40.0,45.0
Derrick Pouliot,DERRICK.POULIOT,8476884,1994-01-16,23.0,D,D,L,VAN,20172018,R,71.0,1267.47,17.85,29.45,3.0,9.0,10.0,22.0,78.0,124.0,185.0
Deryk Engelland,DERYK.ENGELLAND,8468674,1982-04-03,35.0,D,D,R,VGK,20172018,R,79.0,1602.13,20.28,33.37,5.0,13.0,5.0,23.0,108.0,156.0,217.0
Devante Smith-Pelly,DEVANTE.SMITH-PELLY,8475758,1992-06-14,25.0,R,F,R,WSH,20172018,R,75.0,926.17,12.35,20.36,7.0,7.0,2.0,16.0,103.0,155.0,195.0
Devin Shore,DEVIN.SHORE,8476913,1994-07-19,23.0,C,F,L,DAL,20172018,R,82.0,1265.13,15.43,25.4,11.0,14.0,7.0,32.0,123.0,175.0,221.0
Dillon Heatherington,DILLON.HEATHERINGTON,8477471,1995-05-09,22.0,D,D,L,DAL,20172018,R,6.0,65.1,10.85,17.59,0.0,0.0,1.0,1.0,6.0,9.0,10.0
Dion Phaneuf,DION.PHANEUF,8470602,1985-04-10,32.0,D,D,L,L.A,20172018,R,26.0,506.12,19.47,32.05,3.0,4.0,3.0,10.0,48.0,68.0,87.0
Dion Phaneuf,DION.PHANEUF,8470602,1985-04-10,32.0,D,D,L,OTT,20172018,R,53.0,1073.65,20.26,33.36,3.0,7.0,6.0,16.0,86.0,116.0,169.0
Dmitrij Jaskin,DMITRIJ.JASKIN,8476436,1993-03-23,24.0,R,F,L,STL,20172018,R,76.0,946.08,12.45,20.58,6.0,6.0,5.0,17.0,124.0,170.0,212.0
Dmitry Kulikov,DMITRY.KULIKOV,8475179,1990-10-29,26.0,D,D,L,WPG,20172018,R,62.0,1058.47,17.07,28.22,3.0,5.0,3.0,11.0,48.0,76.0,117.0
Dmitry Orlov,DMITRY.ORLOV,8475200,1991-07-23,26.0,D,D,L,WSH,20172018,R,82.0,1896.57,23.13,38.12,10.0,6.0,15.0,31.0,125.0,167.0,243.0
Dominic Moore,DOMINIC.MOORE,8468575,1980-08-03,37.0,C,F,L,TOR,20172018,R,50.0,514.87,10.3,16.97,6.0,3.0,3.0,12.0,46.0,64.0,83.0
Dominic Toninato,DOMINIC.TONINATO,8476952,1994-03-09,23.0,C,F,L,COL,20172018,R,37.0,292.22,7.9,13.05,0.0,1.0,1.0,2.0,25.0,36.0,51.0
Dominic Turgeon,DOMINIC.TURGEON,8477994,1996-02-25,21.0,C,F,L,DET,20172018,R,5.0,46.17,9.23,15.39,0.0,0.0,0.0,0.0,3.0,4.0,5.0
Dominik Simon,DOMINIK.SIMON,8478866,1994-08-08,23.0,C,F,L,PIT,20172018,R,33.0,376.93,11.42,18.83,4.0,4.0,4.0,12.0,36.0,51.0,68.0
Dougie Hamilton,DOUGIE.HAMILTON,8476462,1993-06-17,24.0,D,D,R,CGY,20172018,R,82.0,1765.68,21.53,35.46,17.0,15.0,12.0,44.0,270.0,379.0,561.0
Drake Caggiula,DRAKE.CAGGIULA,8479465,1994-06-20,23.0,C,F,L,EDM,20172018,R,67.0,907.87,13.55,22.36,13.0,5.0,2.0,20.0,104.0,136.0,181.0
Drew Doughty,DREW.DOUGHTY,8474563,1989-12-08,27.0,D,D,R,L.A,20172018,R,82.0,2200.52,26.84,44.17,10.0,25.0,25.0,60.0,205.0,277.0,401.0
Drew Stafford,DREW.STAFFORD,8471226,1985-10-30,31.0,R,F,R,N.J,20172018,R,59.0,817.7,13.86,22.73,8.0,5.0,2.0,15.0,102.0,139.0,166.0
Dryden Hunt,DRYDEN.HUNT,8478211,1995-11-24,21.0,L,F,L,FLA,20172018,R,11.0,116.18,10.56,17.34,0.0,1.0,0.0,1.0,12.0,20.0,23.0
Duncan Keith,DUNCAN.KEITH,8470281,1983-07-16,34.0,D,D,L,CHI,20172018,R,82.0,1953.82,23.83,39.34,2.0,6.0,24.0,32.0,187.0,247.0,400.0
Duncan Siemens,DUNCAN.SIEMENS,8476464,1993-09-07,24.0,D,D,L,COL,20172018,R,16.0,197.1,12.32,20.25,1.0,0.0,1.0,2.0,14.0,20.0,30.0
Dustin Brown,DUSTIN.BROWN,8470606,1984-11-04,32.0,L,F,R,L.A,20172018,R,81.0,1606.75,19.84,32.64,28.0,21.0,12.0,61.0,222.0,302.0,368.0
Dustin Byfuglien,DUSTIN.BYFUGLIEN,8470834,1985-03-27,32.0,D,D,R,WPG,20172018,R,69.0,1679.38,24.34,40.01,8.0,13.0,24.0,45.0,193.0,283.0,372.0
Dylan Demelo,DYLAN.DEMELO,8476331,1993-05-01,24.0,D,D,R,S.J,20172018,R,63.0,894.97,14.21,23.32,0.0,10.0,10.0,20.0,67.0,102.0,140.0
Dylan Gambrell,DYLAN.GAMBRELL,8479580,1996-08-26,21.0,C,F,R,S.J,20172018,R,3.0,31.67,10.56,17.59,0.0,0.0,0.0,0.0,1.0,2.0,3.0
Dylan Larkin,DYLAN.LARKIN,8477946,1996-07-30,21.0,C,F,L,DET,20172018,R,82.0,1627.17,19.84,32.65,16.0,25.0,22.0,63.0,232.0,335.0,421.0
Dylan Sikura,DYLAN.SIKURA,8478106,1995-06-01,22.0,C,F,L,CHI,20172018,R,5.0,67.0,13.4,22.33,0.0,1.0,2.0,3.0,9.0,10.0,15.0
Dylan Strome,DYLAN.STROME,8478440,1997-03-07,20.0,C,F,L,ARI,20172018,R,21.0,271.88,12.95,21.33,4.0,2.0,3.0,9.0,30.0,48.0,64.0
Eeli Tolvanen,EELI.TOLVANEN,8480009,1999-04-22,18.0,R,F,L,NSH,20172018,R,3.0,36.33,12.11,20.19,0.0,0.0,0.0,0.0,3.0,5.0,6.0
Elias Lindholm,ELIAS.LINDHOLM,8477496,1994-12-02,22.0,C,F,R,CAR,20172018,R,81.0,1449.32,17.89,29.45,16.0,18.0,10.0,44.0,153.0,217.0,267.0
Eric Fehr,ERIC.FEHR,8470611,1985-09-07,32.0,C,F,R,S.J,20172018,R,14.0,168.33,12.02,19.85,3.0,1.0,0.0,4.0,23.0,30.0,34.0
Eric Fehr,ERIC.FEHR,8470611,1985-09-07,32.0,C,F,R,TOR,20172018,R,4.0,43.73,10.93,17.89,0.0,0.0,0.0,0.0,4.0,4.0,5.0
Eric Gryba,ERIC.GRYBA,8473468,1988-04-14,29.0,D,D,R,EDM,20172018,R,21.0,309.4,14.73,24.36,0.0,2.0,0.0,2.0,19.0,34.0,57.0
Eric Robinson,ERIC.ROBINSON,8480762,1995-06-14,22.0,L,F,L,CBJ,20172018,R,1.0,11.35,11.35,18.92,0.0,0.0,0.0,0.0,2.0,3.0,3.0
Eric Staal,ERIC.STAAL,8470595,1984-10-29,32.0,C,F,L,MIN,20172018,R,82.0,1460.58,17.81,29.34,42.0,20.0,14.0,76.0,242.0,299.0,397.0
Erik Burgdoerfer,ERIK.BURGDOERFER,8475982,1988-12-11,28.0,D,D,R,OTT,20172018,R,2.0,26.83,13.42,22.36,0.0,1.0,0.0,1.0,2.0,2.0,2.0
Erik Gudbranson,ERIK.GUDBRANSON,8475790,1992-01-07,25.0,D,D,R,VAN,20172018,R,52.0,957.88,18.42,30.42,2.0,2.0,1.0,5.0,53.0,84.0,129.0
Erik Gustafsson (D),ERIK.GUSTAFSSON2,8476979,1992-03-14,25.0,D,D,L,CHI,20172018,R,35.0,649.43,18.56,30.71,5.0,6.0,5.0,16.0,71.0,96.0,131.0
Erik Haula,ERIK.HAULA,8475287,1991-03-23,26.0,L,F,L,VGK,20172018,R,76.0,1320.4,17.37,28.63,29.0,11.0,15.0,55.0,175.0,246.0,300.0
Erik Johnson,ERIK.JOHNSON,8473446,1988-03-21,29.0,D,D,R,COL,20172018,R,62.0,1577.05,25.44,42.04,9.0,10.0,6.0,25.0,168.0,211.0,291.0
Erik Karlsson,ERIK.KARLSSON,8474578,1990-05-31,27.0,D,D,R,OTT,20172018,R,71.0,1898.57,26.74,44.05,9.0,28.0,25.0,62.0,196.0,296.0,478.0
Esa Lindell,ESA.LINDELL,8476902,1994-05-23,23.0,D,D,L,DAL,20172018,R,80.0,1766.28,22.08,36.35,7.0,5.0,15.0,27.0,137.0,181.0,265.0
Ethan Bear,ETHAN.BEAR,8478451,1997-06-26,20.0,D,D,R,EDM,20172018,R,18.0,335.38,18.63,30.63,1.0,2.0,1.0,4.0,20.0,28.0,45.0
Evan Rodrigues,EVAN.RODRIGUES,8478542,1993-07-28,24.0,C,F,R,BUF,20172018,R,48.0,668.6,13.93,22.99,7.0,7.0,11.0,25.0,91.0,130.0,166.0
Evander Kane,EVANDER.KANE,8475169,1991-08-02,26.0,L,F,L,BUF,20172018,R,61.0,1182.7,19.39,31.94,20.0,10.0,10.0,40.0,228.0,297.0,363.0
Evander Kane,EVANDER.KANE,8475169,1991-08-02,26.0,L,F,L,S.J,20172018,R,17.0,344.25,20.25,33.39,9.0,2.0,3.0,14.0,80.0,102.0,129.0
Evgeni Malkin,EVGENI.MALKIN,8471215,1986-07-31,31.0,C,F,L,PIT,20172018,R,78.0,1481.22,18.99,31.35,42.0,32.0,24.0,98.0,239.0,306.0,379.0
Evgeny Dadonov,EVGENY.DADONOV,8474149,1989-03-12,28.0,R,F,L,FLA,20172018,R,74.0,1383.72,18.7,30.88,28.0,24.0,13.0,65.0,188.0,288.0,363.0
Evgeny Kuznetsov,EVGENY.KUZNETSOV,8475744,1992-05-19,25.0,C,F,L,WSH,20172018,R,79.0,1486.13,18.81,30.99,27.0,33.0,23.0,83.0,187.0,251.0,313.0
Evgeny Svechnikov,EVGENY.SVECHNIKOV,8478431,1996-10-31,20.0,L,F,L,DET,20172018,R,14.0,123.48,8.82,14.56,2.0,2.0,0.0,4.0,15.0,21.0,26.0
Filip Chlapik,FILIP.CHLAPIK,8478488,1997-06-03,20.0,C,F,L,OTT,20172018,R,20.0,201.45,10.07,16.72,1.0,3.0,0.0,4.0,21.0,33.0,38.0
Filip Chytil,FILIP.CHYTIL,8480078,1999-09-05,18.0,C,F,L,NYR,20172018,R,9.0,122.48,13.61,22.66,1.0,1.0,1.0,3.0,21.0,27.0,31.0
Filip Forsberg,FILIP.FORSBERG,8476887,1994-08-13,23.0,L,F,R,NSH,20172018,R,67.0,1170.77,17.47,28.65,26.0,30.0,8.0,64.0,179.0,266.0,349.0
Francois Beauchemin,FRANCOIS.BEAUCHEMIN,8467400,1980-06-04,37.0,D,D,L,ANA,20172018,R,67.0,1159.88,17.31,28.46,3.0,8.0,6.0,17.0,93.0,130.0,188.0
Frank Corrado,FRANK.CORRADO,8476302,1993-03-26,24.0,D,D,R,PIT,20172018,R,5.0,57.5,11.5,19.02,0.0,0.0,0.0,0.0,6.0,9.0,11.0
Frank Vatrano,FRANK.VATRANO,8478366,1994-03-14,23.0,C,F,L,BOS,20172018,R,25.0,236.62,9.46,15.54,2.0,0.0,0.0,2.0,42.0,57.0,68.0
Frank Vatrano,FRANK.VATRANO,8478366,1994-03-14,23.0,C,F,L,FLA,20172018,R,16.0,207.78,12.99,21.43,5.0,3.0,0.0,8.0,30.0,39.0,53.0
Frans Nielsen,FRANS.NIELSEN,8470144,1984-04-24,33.0,C,F,L,DET,20172018,R,79.0,1250.38,15.83,26.03,16.0,11.0,6.0,33.0,134.0,190.0,237.0
Freddie Hamilton,FREDDIE.HAMILTON,8475878,1992-01-01,25.0,C,F,R,ARI,20172018,R,8.0,82.58,10.32,17.0,0.0,0.0,0.0,0.0,7.0,10.0,13.0
Freddie Hamilton,FREDDIE.HAMILTON,8475878,1992-01-01,25.0,C,F,R,CGY,20172018,R,8.0,61.1,7.64,12.64,0.0,1.0,0.0,1.0,5.0,6.0,9.0
Frederick Gaudreau,FREDERICK.GAUDREAU,8477919,1993-05-01,24.0,C,F,R,NSH,20172018,R,20.0,183.22,9.16,14.84,0.0,0.0,3.0,3.0,14.0,23.0,32.0
Frederik Gauthier,FREDERIK.GAUTHIER,8477512,1995-04-26,22.0,C,F,L,TOR,20172018,R,9.0,78.68,8.74,14.17,1.0,0.0,0.0,1.0,12.0,14.0,16.0
Fredrik Claesson,FREDRIK.CLAESSON,8476368,1992-11-24,24.0,D,D,L,OTT,20172018,R,64.0,982.0,15.34,25.19,1.0,3.0,3.0,7.0,60.0,84.0,126.0
Gabriel Bourque,GABRIEL.BOURQUE,8475268,1990-09-23,26.0,L,F,L,COL,20172018,R,58.0,632.45,10.9,18.0,5.0,4.0,2.0,11.0,44.0,70.0,84.0
Gabriel Carlsson,GABRIEL.CARLSSON,8478506,1997-01-02,20.0,D,D,L,CBJ,20172018,R,14.0,158.62,11.33,18.35,0.0,0.0,2.0,2.0,18.0,19.0,26.0
Gabriel Dumont,GABRIEL.DUMONT,8475254,1990-10-06,26.0,C,F,R,OTT,20172018,R,23.0,198.72,8.64,14.39,1.0,0.0,1.0,2.0,27.0,35.0,43.0
Gabriel Dumont,GABRIEL.DUMONT,8475254,1990-10-06,26.0,C,F,R,T.B,20172018,R,7.0,72.55,10.36,17.22,0.0,0.0,0.0,0.0,11.0,16.0,18.0
Gabriel Landeskog,GABRIEL.LANDESKOG,8476455,1992-11-23,24.0,L,F,L,COL,20172018,R,78.0,1571.17,20.14,33.28,25.0,18.0,19.0,62.0,183.0,245.0,312.0
Garnet Hathaway,GARNET.HATHAWAY,8477903,1991-11-23,25.0,R,F,R,CGY,20172018,R,59.0,680.43,11.53,18.99,4.0,7.0,2.0,13.0,68.0,98.0,120.0
Gemel Smith,GEMEL.SMITH,8476966,1994-04-16,23.0,C,F,L,DAL,20172018,R,46.0,433.85,9.43,15.53,6.0,5.0,0.0,11.0,42.0,52.0,66.0
Giovanni Fiore,GIOVANNI.FIORE,8479613,1996-08-13,21.0,R,F,L,ANA,20172018,R,1.0,7.88,7.88,12.98,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Greg McKegg,GREG.MCKEGG,8475735,1992-06-17,25.0,C,F,L,PIT,20172018,R,26.0,251.67,9.68,15.99,2.0,2.0,0.0,4.0,21.0,27.0,32.0
Greg Pateryn,GREG.PATERYN,8474688,1990-06-20,27.0,D,D,R,DAL,20172018,R,73.0,1431.97,19.62,32.24,1.0,8.0,4.0,13.0,100.0,144.0,216.0
Gustav Forsling,GUSTAV.FORSLING,8478055,1996-06-12,21.0,D,D,L,CHI,20172018,R,41.0,785.4,19.16,31.54,3.0,4.0,6.0,13.0,82.0,100.0,163.0
Gustav Nyquist,GUSTAV.NYQUIST,8474679,1989-09-01,28.0,C,F,L,DET,20172018,R,82.0,1463.95,17.85,29.37,21.0,16.0,3.0,40.0,213.0,283.0,343.0
Gustav Olofsson,GUSTAV.OLOFSSON,8477467,1994-12-01,22.0,D,D,L,MIN,20172018,R,41.0,523.73,12.77,21.02,0.0,2.0,6.0,8.0,22.0,29.0,48.0
Hampus Lindholm,HAMPUS.LINDHOLM,8476854,1994-01-20,23.0,D,D,L,ANA,20172018,R,69.0,1569.05,22.74,37.24,13.0,9.0,9.0,31.0,131.0,179.0,278.0
Haydn Fleury,HAYDN.FLEURY,8477938,1996-07-08,21.0,D,D,L,CAR,20172018,R,67.0,1125.27,16.8,27.6,0.0,2.0,6.0,8.0,86.0,110.0,181.0
Henrik Borgstrom,HENRIK.BORGSTROM,8479404,1997-08-06,20.0,C,F,L,FLA,20172018,R,4.0,50.63,12.66,20.69,1.0,0.0,0.0,1.0,6.0,8.0,10.0
Henrik Haapala,HENRIK.HAAPALA,8480164,1994-02-28,23.0,L,F,L,FLA,20172018,R,5.0,68.5,13.7,22.46,0.0,0.0,1.0,1.0,3.0,3.0,3.0
Henrik Sedin,HENRIK.SEDIN,8467876,1980-09-26,36.0,C,F,L,VAN,20172018,R,82.0,1274.97,15.55,25.64,3.0,13.0,34.0,50.0,67.0,96.0,125.0
Henrik Zetterberg,HENRIK.ZETTERBERG,8468083,1980-10-09,36.0,C,F,L,DET,20172018,R,82.0,1598.88,19.5,32.08,11.0,32.0,13.0,56.0,180.0,253.0,332.0
Hudson Fasching,HUDSON.FASCHING,8477392,1995-07-28,22.0,R,F,R,BUF,20172018,R,5.0,48.5,9.7,15.57,0.0,0.0,0.0,0.0,1.0,5.0,6.0
Ian Cole,IAN.COLE,8474013,1989-02-21,28.0,D,D,L,CBJ,20172018,R,20.0,362.78,18.14,30.0,2.0,3.0,2.0,7.0,21.0,27.0,42.0
Ian Cole,IAN.COLE,8474013,1989-02-21,28.0,D,D,L,PIT,20172018,R,47.0,828.17,17.62,29.13,3.0,4.0,6.0,13.0,63.0,93.0,141.0
Ian McCoshen,IAN.MCCOSHEN,8477452,1995-08-05,22.0,D,D,L,FLA,20172018,R,38.0,572.88,15.08,24.79,3.0,0.0,1.0,4.0,26.0,46.0,65.0
Iiro Pakarinen,IIRO.PAKARINEN,8476336,1991-08-25,26.0,R,F,R,EDM,20172018,R,40.0,407.73,10.19,16.73,2.0,1.0,0.0,3.0,50.0,76.0,98.0
Ivan Barbashev,IVAN.BARBASHEV,8477964,1995-12-14,21.0,C,F,L,STL,20172018,R,53.0,646.47,12.2,20.09,7.0,3.0,3.0,13.0,45.0,78.0,103.0
Ivan Provorov,IVAN.PROVOROV,8478500,1997-01-13,20.0,D,D,L,PHI,20172018,R,82.0,1980.53,24.15,39.64,17.0,11.0,13.0,41.0,203.0,263.0,393.0
J.T. Brown,J.T..BROWN,8476806,1990-07-02,27.0,R,F,R,ANA,20172018,R,23.0,201.47,8.76,14.3,1.0,0.0,2.0,3.0,22.0,33.0,42.0
J.T. Brown,J.T..BROWN,8476806,1990-07-02,27.0,R,F,R,T.B,20172018,R,24.0,224.87,9.37,15.46,1.0,2.0,1.0,4.0,18.0,27.0,36.0
J.T. Compher,J.T..COMPHER,8477456,1995-04-08,22.0,L,F,R,COL,20172018,R,69.0,1103.98,16.0,26.46,13.0,7.0,3.0,23.0,131.0,176.0,231.0
J.T. Miller,J.T..MILLER,8476468,1993-03-14,24.0,C,F,L,NYR,20172018,R,63.0,1050.12,16.67,27.43,13.0,13.0,14.0,40.0,98.0,139.0,172.0
J.T. Miller,J.T..MILLER,8476468,1993-03-14,24.0,C,F,L,T.B,20172018,R,19.0,345.55,18.19,29.8,10.0,6.0,2.0,18.0,45.0,59.0,66.0
Jaccob Slavin,JACCOB.SLAVIN,8476958,1994-05-01,23.0,D,D,L,CAR,20172018,R,82.0,1852.2,22.59,37.18,8.0,11.0,11.0,30.0,154.0,208.0,300.0
Jack Eichel,JACK.EICHEL,8478403,1996-10-28,20.0,C,F,R,BUF,20172018,R,67.0,1349.6,20.14,33.27,25.0,23.0,16.0,64.0,246.0,338.0,434.0
Jack Johnson,JACK.JOHNSON,8471677,1987-01-13,30.0,D,D,L,CBJ,20172018,R,77.0,1505.07,19.55,32.06,3.0,4.0,4.0,11.0,88.0,125.0,175.0
Jack Rodewald,JACK.RODEWALD,8478268,1994-02-14,23.0,R,F,R,OTT,20172018,R,4.0,29.2,7.3,11.92,0.0,0.0,0.0,0.0,0.0,2.0,3.0
Jack Roslovic,JACK.ROSLOVIC,8478458,1997-01-29,20.0,C,F,R,WPG,20172018,R,31.0,381.98,12.32,20.27,5.0,6.0,3.0,14.0,38.0,63.0,75.0
Jacob De La Rose,JACOB.DE LA ROSE,8477455,1995-05-20,22.0,L,F,L,MTL,20172018,R,55.0,651.5,11.85,19.46,4.0,2.0,6.0,12.0,53.0,76.0,108.0
Jacob Josefson,JACOB.JOSEFSON,8475185,1991-03-02,26.0,C,F,L,BUF,20172018,R,39.0,443.68,11.38,18.72,2.0,1.0,1.0,4.0,35.0,48.0,62.0
Jacob Trouba,JACOB.TROUBA,8476885,1994-02-26,23.0,D,D,R,WPG,20172018,R,55.0,1204.38,21.9,36.13,3.0,11.0,10.0,24.0,144.0,185.0,277.0
Jaden Schwartz,JADEN.SCHWARTZ,8475768,1992-06-25,25.0,C,F,L,STL,20172018,R,62.0,1202.35,19.39,32.05,24.0,25.0,10.0,59.0,157.0,218.0,269.0
Jake Debrusk,JAKE.DEBRUSK,8478498,1996-10-17,20.0,L,F,L,BOS,20172018,R,70.0,1005.98,14.37,23.65,16.0,14.0,13.0,43.0,143.0,198.0,246.0
Jake Dotchin,JAKE.DOTCHIN,8477009,1994-03-24,23.0,D,D,R,T.B,20172018,R,48.0,791.27,16.48,27.17,3.0,5.0,3.0,11.0,48.0,81.0,115.0
Jake Gardiner,JAKE.GARDINER,8474581,1990-07-04,27.0,D,D,L,TOR,20172018,R,82.0,1847.07,22.53,37.03,5.0,22.0,25.0,52.0,133.0,201.0,317.0
Jake Guentzel,JAKE.GUENTZEL,8477404,1994-10-06,22.0,C,F,L,PIT,20172018,R,82.0,1351.87,16.49,27.22,22.0,15.0,11.0,48.0,171.0,239.0,296.0
Jake McCabe,JAKE.MCCABE,8476931,1993-10-12,23.0,D,D,L,BUF,20172018,R,53.0,1033.55,19.5,32.13,3.0,4.0,5.0,12.0,53.0,70.0,107.0
Jake Muzzin,JAKE.MUZZIN,8474162,1989-02-21,28.0,D,D,L,L.A,20172018,R,74.0,1602.18,21.65,35.62,8.0,14.0,20.0,42.0,154.0,231.0,353.0
Jake Virtanen,JAKE.VIRTANEN,8477937,1996-08-17,21.0,R,F,R,VAN,20172018,R,75.0,898.98,11.99,19.74,10.0,4.0,6.0,20.0,130.0,198.0,245.0
Jakob Chychrun,JAKOB.CHYCHRUN,8479345,1998-03-31,19.0,D,D,L,ARI,20172018,R,50.0,1012.0,20.24,33.28,4.0,6.0,4.0,14.0,102.0,160.0,235.0
Jakob Silfverberg,JAKOB.SILFVERBERG,8475164,1990-10-13,26.0,R,F,R,ANA,20172018,R,77.0,1382.95,17.96,29.5,17.0,13.0,10.0,40.0,187.0,267.0,351.0
Jakub Jerabek,JAKUB.JERABEK,8480143,1991-05-12,26.0,D,D,L,MTL,20172018,R,25.0,433.67,17.35,28.57,1.0,1.0,2.0,4.0,22.0,36.0,53.0
Jakub Jerabek,JAKUB.JERABEK,8480143,1991-05-12,26.0,D,D,L,WSH,20172018,R,11.0,153.88,13.99,23.17,1.0,2.0,1.0,4.0,11.0,17.0,22.0
Jakub Voracek,JAKUB.VORACEK,8474161,1989-08-15,28.0,R,F,L,PHI,20172018,R,82.0,1595.48,19.46,31.93,20.0,41.0,24.0,85.0,228.0,308.0,412.0
Jakub Vrana,JAKUB.VRANA,8477944,1996-02-28,21.0,L,F,L,WSH,20172018,R,73.0,912.4,12.5,20.59,13.0,9.0,5.0,27.0,133.0,176.0,209.0
James Neal,JAMES.NEAL,8471707,1987-09-03,30.0,L,F,L,VGK,20172018,R,71.0,1219.43,17.18,28.22,25.0,11.0,8.0,44.0,202.0,275.0,362.0
James Van Riemsdyk,JAMES.VAN RIEMSDYK,8474037,1989-05-04,28.0,L,F,L,TOR,20172018,R,81.0,1206.42,14.89,24.48,36.0,11.0,7.0,54.0,248.0,360.0,431.0
Jamie Benn,JAMIE.BENN,8473994,1989-07-18,28.0,L,F,L,DAL,20172018,R,82.0,1625.48,19.82,32.63,36.0,16.0,27.0,79.0,241.0,304.0,391.0
Jamie McGinn,JAMIE.MCGINN,8473465,1988-08-05,29.0,L,F,L,FLA,20172018,R,76.0,1022.52,13.45,22.19,13.0,11.0,5.0,29.0,117.0,151.0,182.0
Jamie Oleksiak,JAMIE.OLEKSIAK,8476467,1992-12-21,24.0,D,D,L,DAL,20172018,R,21.0,315.02,15.0,24.74,1.0,1.0,1.0,3.0,17.0,26.0,38.0
Jamie Oleksiak,JAMIE.OLEKSIAK,8476467,1992-12-21,24.0,D,D,L,PIT,20172018,R,47.0,817.9,17.4,28.68,4.0,3.0,7.0,14.0,64.0,94.0,132.0
Jan Rutta,JAN.RUTTA,8480172,1990-07-29,27.0,D,D,R,CHI,20172018,R,57.0,1097.5,19.25,31.73,6.0,5.0,9.0,20.0,71.0,100.0,169.0
Janne Kuokkanen,JANNE.KUOKKANEN,8479511,1998-05-25,19.0,C,F,L,CAR,20172018,R,4.0,44.25,11.06,17.39,0.0,0.0,0.0,0.0,6.0,8.0,10.0
Jannik Hansen,JANNIK.HANSEN,8471498,1986-03-15,31.0,R,F,R,S.J,20172018,R,46.0,553.88,12.04,19.78,2.0,8.0,4.0,14.0,54.0,82.0,99.0
Jared Boll,JARED.BOLL,8471766,1986-05-13,31.0,R,F,R,ANA,20172018,R,10.0,44.25,4.42,7.32,1.0,0.0,0.0,1.0,4.0,5.0,5.0
Jared McCann,JARED.MCCANN,8477955,1996-05-31,21.0,C,F,L,FLA,20172018,R,68.0,901.35,13.26,21.86,9.0,11.0,8.0,28.0,143.0,168.0,212.0
Jared Spurgeon,JARED.SPURGEON,8474716,1989-11-29,27.0,D,D,R,MIN,20172018,R,61.0,1497.28,24.55,40.51,9.0,12.0,16.0,37.0,110.0,161.0,234.0
Jaromir Jagr,JAROMIR.JAGR,8448208,1972-02-15,45.0,R,F,L,CGY,20172018,R,22.0,287.0,13.05,21.57,1.0,4.0,2.0,7.0,32.0,41.0,53.0
Jason Chimera,JASON.CHIMERA,8466251,1979-05-02,38.0,L,F,L,ANA,20172018,R,16.0,111.6,6.97,11.49,1.0,1.0,0.0,2.0,9.0,12.0,18.0
Jason Chimera,JASON.CHIMERA,8466251,1979-05-02,38.0,L,F,L,NYI,20172018,R,58.0,650.57,11.22,18.46,2.0,5.0,4.0,11.0,70.0,97.0,114.0
Jason Demers,JASON.DEMERS,8474218,1988-06-09,29.0,D,D,R,ARI,20172018,R,69.0,1458.38,21.14,34.59,6.0,7.0,7.0,20.0,95.0,147.0,225.0
Jason Dickinson,JASON.DICKINSON,8477450,1995-07-04,22.0,C,F,L,DAL,20172018,R,27.0,230.42,8.53,13.93,0.0,1.0,1.0,2.0,16.0,22.0,34.0
Jason Garrison,JASON.GARRISON,8474520,1984-11-13,32.0,D,D,L,VGK,20172018,R,8.0,152.53,19.07,31.27,0.0,0.0,1.0,1.0,7.0,9.0,15.0
Jason Pominville,JASON.POMINVILLE,8469506,1982-11-30,34.0,R,F,R,BUF,20172018,R,82.0,1222.05,14.9,24.57,16.0,10.0,8.0,34.0,168.0,221.0,278.0
